,camptothecin (GDSC2:1003),vinblastine (GDSC2:1004),cisplatin (GDSC2:1005),cytarabine (GDSC2:1006),docetaxel (GDSC2:1007),gefitinib (GDSC2:1010),navitoclax (GDSC2:1011),vorinostat (GDSC2:1012),nilotinib (GDSC2:1013),olaparib (GDSC2:1017),axitinib (GDSC2:1021),AZD7762 (GDSC2:1022),afatinib (GDSC2:1032),PLX4720 (GDSC2:1036),KU-57788 (GDSC2:1038),doramapimod (GDSC2:1042),Wee1 Inhibitor (GDSC2:1046),nutlin-3 (GDSC2:1047),mirin (GDSC2:1048),PD-173074 (GDSC2:1049),ZM 447439 (GDSC2:1050),alisertib (GDSC2:1051),Ro-3306 (GDSC2:1052),MK-2206 (GDSC2:1053),palbociclib (GDSC2:1054),NVP-BEZ235 (GDSC2:1057),GDC-0941 (GDSC2:1058),AZD8055 (GDSC2:1059),PD-0325901 (GDSC2:1060),obatoclax (GDSC2:1068),5-fluorouracil (GDSC2:1073),dasatinib (GDSC2:1079),paclitaxel (GDSC2:1080),crizotinib (GDSC2:1083),WY-090217 (GDSC2:1084),sorafenib (GDSC2:1085),BI-2536 (GDSC2:1086),irinotecan (GDSC2:1088),oxaliplatin (GDSC2:1089),BMS-536924 (GDSC2:1091),PF-4708671 (GDSC2:1129),APR-246 (GDSC2:1131),erlotinib (GDSC2:1168),niraparib (GDSC2:1177),MK-1775 (GDSC2:1179),dinaciclib (GDSC2:1180),gemcitabine (GDSC2:1190),bortezomib (GDSC2:1191),GSK 269962A (GDSC2:1192),SB 505124 (GDSC2:1194),tamoxifen (GDSC2:1199),YK-4-279 (GDSC2:1239),FK-866 (GDSC2:1248),BMS-345541 (GDSC2:1249),AZ960 (GDSC2:1250),talazoparib (GDSC2:1259),trametinib (GDSC2:1372),dabrafenib (GDSC2:1373),temozolomide (GDSC2:1375),ruxolitinib (GDSC2:1507),linsitinib (GDSC2:1510),epirubicin (GDSC2:1511),pevonedistat (GDSC2:1529),AZD8931 (GDSC2:1549),uprosertib (GDSC2:1553),LCL161 (GDSC2:1557),lapatinib (GDSC2:1558),AUY922 (GDSC2:1559),alpelisib (GDSC2:1560),taselisib (GDSC2:1561),CS-1421 (GDSC2:1564),leflunomide (GDSC2:1578),entinostat (GDSC2:1593),OSI-027 (GDSC2:1594),LGK-974 (GDSC2:1598),VE-822 (GDSC2:1613),WZ4003 (GDSC2:1614),AZD5582 (GDSC2:1617),GSK2606414 (GDSC2:1618),PCI-34051 (GDSC2:1621),wnt-c59 (GDSC2:1622),I-BET-762 (GDSC2:1624),Apabetalone (GDSC2:1625),OTX015 (GDSC2:1626),ML323 (GDSC2:1629),GS-9973 (GDSC2:1630),PRT062607 (GDSC2:1631),AGI-6780 (GDSC2:1634),AZD4547 (GDSC2:1786),ibrutinib (GDSC2:1799),Oxyphenisatin acetate (GDSC2:1804),oxaliplatin (GDSC2:1806),carmustine (GDSC2:1807),topotecan (GDSC2:1808),teniposide (GDSC2:1809),mitoxantrone (GDSC2:1810),dactinomycin (GDSC2:1811),fludarabine (GDSC2:1813),nelarabine (GDSC2:1814),fulvestrant (GDSC2:1816),vincristine (GDSC2:1818),docetaxel (GDSC2:1819),Podophyllotoxin bromide (GDSC2:1825),Dihydrorotenone (GDSC2:1827),Elephantin (GDSC2:1835),Sinularin (GDSC2:1838),BI-97C1 (GDSC2:1849),OF-1 (GDSC2:1853),GTPL8020 (GDSC2:1855),BDP-00009066 (GDSC2:1866),buparlisib (GDSC2:1873),BVD-523 (GDSC2:1908),venetoclax (GDSC2:1909),ABT737 (GDSC2:1910),dactinomycin (GDSC2:1911),GSK2110183C (GDSC2:1912),AZD3759 (GDSC2:1915),AZD5363 (GDSC2:1916),AZD6738 (GDSC2:1917),AZD8186 (GDSC2:1918),osimertinib (GDSC2:1919),cediranib (GDSC2:1922),GDC 0068 (GDSC2:1924),GDC 0810 (GDSC2:1925),GNE317 (GDSC2:1926),I-BRD9 (GDSC2:1928),MST-312 (GDSC2:1930),MIRA-1 (GDSC2:1931),NVP-ADW742 (GDSC2:1932),P22077 (GDSC2:1933),savolitinib (GDSC2:1936),UMI-77 (GDSC2:1939),WIKI4 (GDSC2:1940),YM-155 (GDSC2:1941),MIM-1 (GDSC2:1996),WEHI-539 (GDSC2:1997),BPD-00008900 (GDSC2:1998),foretinib (GDSC2:2040),BIBR-1532 (GDSC2:2043),Pyridostatin (GDSC2:2044),AMG-319 (GDSC2:2045),SCH900776 (GDSC2:2046),BVD-523 (GDSC2:2047),vinorelbine (GDSC2:2048),VX-11e (GDSC2:2096),uprosertib (GDSC2:2106),AZ6102 (GDSC2:2109),GSK3203591 (GDSC2:2110),VE 821 (GDSC2:2111),AZD6482 (GDSC2:2169),AT13148 (GDSC2:2170),BMS-754807 (GDSC2:2171),JQ1-(+) (GDSC2:2172)
ACH-000047,,,,,,,1.126738489,1.73826728,,,,1.540894909,2.782453976,,,,,,6.606432867,,,,,,,,0.384529125,,,1.566418395,,,,,,2.73916931,,,,3.004572821,,4.781634373,,,,-4.0635093,,-6.954425592,,,,,-6.614269646,,,,,,,,,,,,,,,,,2.126746989,,,,,,,,,,,,,,,,,2.099446113,,,,,,,1.285698982,,,,,,,1.286149158,,,,,,1.717188681,,,,1.103442037,,,,-4.765604272,,,,,,,3.059898822,,,-0.553160827,,0.199778909,,,,,,,-6.017870662,,,,1.915027025,,,,,,,,,1.872214093,,,,,,
ACH-000048,-5.795863916,-8.277396105,1.704363373,-0.860893425,,,,1.766466044,,,,0.744449672,,,,,,,6.42069749,,,,,,,,,,,1.755338466,,,,,,2.861509734,,1.57837565,,,,,,,1.760031581,-5.744537238,-5.811032951,,,,,,,,,0.558580578,,,,,,-3.575227465,0.036027107,,,,,,,,,,,,,,,3.275671976,,,,,,,,,,,,,,,,-2.439512224,-2.492575134,-2.613418228,,,,,-6.063434342,-5.384826899,-3.268144343,,,,-1.723965072,,,2.475124666,0.648913743,,,,-8.063371652,,,,,,,2.837607303,,,,,0.169539622,,,,,2.150951329,,,,,,2.618336345,,,,,,-6.678655978,,,3.287403957,,,,,,
ACH-000050,-5.523397688,-6.044545253,,,-7.613594079,,,0.337402932,,,,-0.181002963,2.544946333,,,,2.187509175,1.67189233,6.164822398,,,,,-2.447255395,,-6.078350871,-2.564308391,,,1.351779673,,,-6.752198002,,,2.387750873,,3.199670275,,-2.995200646,,2.136758929,,,1.835300515,-5.738111394,-5.445747308,-8.579095439,,,,4.248439311,-6.873090169,2.006981332,2.476932438,,,,,,-1.70279357,-3.321444354,-0.002722691,,-3.418676641,,,-6.134234397,-0.802439183,-4.748883607,,6.092601307,1.671362437,,,,,-0.286060363,,,,0.46289433,,-1.110976719,,,2.228296488,,,,,,,-2.116908169,-1.350862135,-1.373633488,,,,,-6.785595639,-6.893630949,-2.034076628,,2.586235042,,-3.055146827,,,,-0.969411332,,,,-7.512090828,-3.03154718,,-1.793414785,,1.436771727,,3.137290589,-1.50847005,,-3.420748227,2.749577328,-1.60412153,,-1.163227268,,,,,,,,,0.668178966,,2.146271328,,,-0.377235029,-7.604306133,2.871267995,-3.744212222,3.196156235,,,,2.629403975,,
ACH-000052,-6.928059159,-8.608391664,0.398806649,-1.612081036,-9.248261223,,2.379306128,1.634026647,,,,0.219293329,2.613728033,,,,2.965882781,,6.380054795,,,,,,,-2.570169064,2.664516438,,,1.6921304,,,-7.620697824,,,,,0.047980995,,2.552256486,,4.900802429,,1.818954731,3.215390417,-6.050382706,-6.156456261,-7.3557985,,,,-0.202406899,-8.815634802,,,0.088910454,,,,,,-2.887399355,-3.065145549,,,,,-5.433721341,,,,,,,,,,2.005525721,,,,,,,,,,,,,,,,-3.579384842,-2.58216132,-1.709254677,,,,,-7.280552351,,-2.272534671,,3.575363074,,-1.476953684,,3.283472333,,0.22844099,,,1.007023033,-8.050208364,,,,2.743690165,,,2.793434897,,,0.169933447,,1.41798431,,2.721457757,,,1.819707704,,,,,,-0.708761878,,,,,0.570610632,-6.761709466,,,2.70519345,,,,,,
ACH-000053,-4.394652972,-8.101913962,2.393292057,,,,3.205957745,0.282555691,,,,-3.388860352,2.528845049,,,,-0.104159413,,,,,,,,2.918568358,-3.026283058,,,,,0.321082213,,,,,2.982812423,,2.185583846,,1.211114509,,,,,-1.809928082,-6.099033707,-6.052219298,-7.806078176,,,,0.31842771,-4.926181498,,,,,,,,,-3.294985874,-0.305439666,,,,,-4.859464421,,,,,0.696425981,,,1.218686598,1.754659917,-5.811401842,,,,,,2.457189536,,,1.687816956,,,,,,,-0.421978356,-1.325307078,-0.190064674,,,,,-6.095934543,-7.623591438,-2.130912125,,2.394275981,,-3.05285124,,,2.027501466,0.886457512,,,,-8.262195393,,,,-1.208554761,,,2.675088179,,,,,-1.217669404,,3.006304614,,,1.961948755,,-5.605646888,,,,1.257700001,,,,-0.696429382,,-5.692558723,,,2.338104137,,1.70102576,,,,
ACH-000054,,-7.130287713,,,,,,,,,,2.448715879,,,,,3.036919133,,,,,,,,,,,,,1.881216789,,,,,,2.302841045,,,,,,,,,,,,-7.423012893,,,,1.794421915,,,,,,,,,,-1.685550185,,,,,,,,,,,3.165646,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.284855117,,,-4.626258165,,,-1.656928259,,,,1.573599058,,,,-7.894868551,,,,,,,,,,,,1.617379481,,3.300858353,,,,,-4.885395994,,,,,,,,,,,,,3.063055601,,,,,,
ACH-000055,-6.586863165,-7.485777016,1.921530765,-2.04436959,-7.90639717,,0.993289271,-0.122462379,,2.049877768,,-3.323889976,,,,,0.123103303,,5.907804933,,,,,,2.667299458,-4.57703118,1.95495104,,,0.159014317,3.223151847,,,,,2.130629953,,0.992188089,2.670099019,2.687145726,,3.402641381,,,-1.160881617,-6.450761484,-7.780074992,-8.622515179,,,,0.23715736,-11.08908383,3.206481396,0.502105856,-3.769672142,,,,,,-4.262977039,-2.724598245,,,,2.865412776,,,3.110599859,,,2.003574889,,,2.129616649,2.180192548,3.201027908,,,,2.553296515,,0.873443369,,,1.851592726,,,,,,,-1.305064507,-3.282073178,-2.139566539,,,,,-6.069814914,-3.560694601,-2.491568943,,2.414646291,,-0.252401633,,3.214316519,1.874808183,-0.057999458,,,0.191837787,-9.205949826,,,,-1.45267386,,,2.008578693,,,-2.390922269,,-1.492293487,,2.523903807,,,,,-4.822748298,,-2.677331878,,0.083673377,,3.207518613,,,,-4.014968636,,,,,,,2.6678664,,
ACH-000056,-7.940623347,,,,,,,,,,,,0.99727749,,,,,,5.514453503,,,-4.070859061,,,,,,,,1.890383191,2.441471128,,,,,,,-0.764900613,1.861054457,,,0.829101699,,0.818166312,,-5.630486301,,,,,,,,3.210077621,-0.848348066,,,,,,,,,,-3.095311294,,,-6.646861657,,0.533695264,,5.475751452,2.038047859,,,,3.130802745,1.031699155,3.319587219,2.088262115,,1.99042783,,-0.807887082,4.272976949,,1.392429699,,,0.746518099,,2.54975193,,-4.672682843,-6.391462896,-5.965740644,-7.109766527,3.378347725,,,,,-3.488591108,,1.746854725,,-3.805686589,,1.963294536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACH-000059,-7.169613144,-6.758688722,0.855405613,-3.996535945,,,-5.33357573,0.777583775,0.604683075,0.972894592,,-0.562539707,2.480220336,,,,1.616398084,-0.477863513,6.542340929,,,,,,,-2.05883928,,,,-0.345336144,3.142110467,-3.91672334,,,,1.8346457,,-0.385487888,1.20878622,,,,,-0.168603732,-0.003036469,-6.494098108,-4.366151199,-8.592035524,,,,1.241811629,,,,-5.246831822,,,,,,-4.700577241,-0.732460566,,,,,,,,,,2.892391528,,,,,3.165525203,,,,3.319075301,,3.043756042,,,,,,2.645960565,,2.343875249,,-3.333616252,-4.906052541,-4.651768691,-6.878098892,-0.583042946,3.894583183,,-6.08434818,,-2.242317906,,4.057914454,,0.604438076,,3.860661847,2.371077492,0.606394995,,-8.699726363,,,,,,1.250608027,,,,,,,,1.406953982,,,,,1.753894217,,,,,,-0.868138154,,,,,,-7.10160558,,,3.074025197,,,,,,
ACH-000060,,,,,,,2.001409383,,,,,0.881673425,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.221122158,,3.715677228,,,,,,-6.894286718,,,,,-5.412812709,,,,,,,,,,-0.165916422,,,,2.630228971,,,,,,,,,,,3.305907696,,,,,,,,,,,,,,,,1.063854575,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.478148327,,,,,,,,,,2.713741702,,-4.270382449,,,,2.320250978,,,,,0.218498396,,,,,,,,,,
ACH-000061,,,,,,,,1.682554027,,,,1.530754967,,,,,,,6.636168107,,,,,,,,,,,,,,,,,,,,,,,3.729825263,,,,-5.080155216,,-5.891654224,,,,,-7.864074798,,,,,,,,,,0.415165713,,,,,,,,,,,,,,,3.192315771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.701414833,,,,,,,,,,,,1.962653084,,,,,3.32185585,,-4.615387453,,,,,,,,,,,,,,,,,,,
ACH-000065,-6.397394526,,1.69415202,,-6.444354949,,-2.544671095,,,,,,2.341175908,,,,,1.05384388,6.420883936,,,,,,,,1.26326881,,,,,,,,,,,2.042529957,1.993727376,,,,,,-0.637483158,-6.379781077,-3.910080174,,,,,,,,1.662488914,,-5.676532281,,,,,,,,,,,-4.315340876,,0.6438999,,,1.394607142,,,,,,,,,,,,,,,,,,,3.383373484,,-1.908836811,0.678491198,-2.114882355,,1.225329565,,,-5.013563303,-5.109661597,-1.991142373,,,,2.522049825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.105172264,,1.988490537,,,,-7.050947859,3.041860758,,2.09414849,,,,,,
ACH-000070,-6.880407942,-9.112968736,0.218348504,-7.085709613,-9.620679835,,-2.525983358,0.151885792,,0.838144973,,-2.665507013,0.775584745,,,,0.144394395,0.811353964,6.215546046,,,-4.819318795,,,-1.879559343,-5.668077168,-0.167215669,,,-0.695008277,3.510888734,,-8.397259352,-0.105447902,,2.165778464,,0.227865051,-0.030115441,2.182091803,,2.039152147,,-0.143839176,-2.259161881,-5.237872263,-8.197712122,-7.398115414,,,,-0.37484795,,3.131115451,-1.523723873,-5.317577409,,,,,,-6.59096649,-1.439873435,,,,2.34620249,-6.738402181,,,,5.463268726,0.273228834,,,2.20766771,,,,1.945028643,,0.150013959,,-0.588112255,,,2.587679219,,,,,3.046945724,,-2.709084319,-3.606905598,-4.71281734,-7.051356989,0.623529199,3.571382776,,-6.551867422,,-2.904877284,,2.576032703,,-4.190572569,,3.46443121,1.502209113,-0.084564096,2.331462376,-5.052500477,-3.066231423,,2.618567974,,3.116403174,-0.984955001,,,2.631331333,,,-1.54258819,2.733568905,0.118486569,3.157829019,2.680393045,2.877913627,,,,,3.09059888,,,-2.316874452,,2.394210619,,0.410478941,,-8.431922501,2.940855534,1.793128765,1.838819005,,1.708704388,,,,
ACH-000072,,-7.571357945,,,-8.251144484,,0.731570272,1.428802677,-7.936738869,,,-3.011235815,3.252148992,,,,1.431822686,,,,,,,,,,,,,,,,,-1.020872991,,2.022289278,,,,,,4.771759141,,,-1.494670009,-5.927481892,,-7.447511187,,,,1.050992456,-8.428277076,3.26826544,0.115264796,,-2.15654497,,,,,-1.654988173,,,,,,-5.049837683,,,0.989123995,,1.774103019,,,2.30883371,2.086941286,2.128320128,2.055321639,,,1.470115569,,-1.309151926,,,1.861633695,,,1.699734984,,,,-0.116506175,0.296358906,,,,,,-5.396367839,-6.853496361,-3.55213762,,2.410222736,,-3.171431884,,,2.749556837,0.617549937,,,0.548164935,-8.868391156,,,,-0.037364356,,,1.846659514,,,,,-0.717680472,,,,,,,-5.038218065,,,,-2.493580108,,,,,,-6.574255407,2.73451634,,2.664135783,,1.506446048,,,,
ACH-000073,-6.292670527,,1.871143217,-1.935724444,,,-3.73271516,2.192600706,,,,-1.572031229,,,,,0.08447341,,,,,,,,,,,,,2.213664212,4.724329062,,,,,3.084447379,,0.946103808,2.780927277,,,,,,-1.36827965,,-1.568153797,-8.258222089,,,,-0.187932191,,,,0.145690027,,,,,,-4.11508793,-2.562093945,,,,,,,,,,,,,,,3.180128935,,,,,,,,,,,,,,,,-2.869613745,-0.705732564,-2.327522371,,4.216525226,,,,,,,,,0.759360754,,,,,,,-1.712456186,,,,,0.412099667,,,,,,,,0.341267036,,,,,3.260439217,,,,,,,,,,1.25510011,,-7.395226564,,,,,,,,,
ACH-000074,-5.648179368,-8.953949356,1.570554899,-3.886379703,-8.287448498,,2.493016541,1.173044258,-8.719648691,,,-2.260854434,1.93284139,,,,1.629251534,,6.58144891,,,-2.252828865,,,,,,,-4.819016138,0.350788271,,,-6.644895732,-1.157412455,,1.782380395,,,3.103147722,2.981809754,,,,1.786894156,-1.039517231,-5.175270591,-6.035697535,-7.606609828,,,,0.599312305,-8.586464646,3.011585161,-0.208251802,2.312042953,-7.359314182,2.610604828,,,,-1.653496314,-1.103916564,,,,,,,,-1.634160744,,1.699199849,,,1.134893059,,,1.943644932,,,1.394040906,,-1.078968137,,,2.715177807,,,1.729324424,,,,-1.539403474,-1.691948868,-1.815892792,,1.114568141,,,-7.559389673,-7.846711058,-2.76429003,-1.120244431,3.557557686,,-2.898495052,,,2.330301892,0.99161804,-0.094945355,,2.116764071,-7.667301702,,,,1.389259609,,,1.247112623,,,,,-0.163571172,,2.762417146,,,,,-4.83013972,,,,-3.013099494,,,,,-1.569474682,-7.839168843,-0.837420492,,,,,,0.802479686,,
ACH-000075,-3.3299738,,,,,,,,,,,,,,,,,,6.462137913,,,,,,,,,,,2.573930934,,,,,,,,,,,,,,,,-4.831303359,,-5.977612178,,,,,,,,,,,,,,-2.830726764,,,,,,-4.257074514,,,,,,,,,,,,,,,,,,,,,,,,,,-1.833696242,0.190048752,0.890669828,,,,,,,,,,,0.213927361,,,,2.53771114,,,,,,,,,,,2.802774635,,,,,0.166650132,,2.330083687,,,,,-3.874944126,,,,2.707757028,,,,,,,,,,,,,,,
ACH-000081,-6.131820566,-8.140974539,,-2.324232151,-6.98074244,,-5.085171781,0.102597941,-1.295516044,,,-4.948653746,1.098109138,,,,0.490276033,0.940502646,5.120201115,,,0.926409852,,2.328184659,,,-1.985108429,,,2.248767984,,-6.177912937,,,,-1.92957245,,1.227379964,2.458153359,-1.655077455,,3.566123375,,,-1.128407879,-5.231754103,1.271006519,-8.415176666,,,3.200305571,-0.261234679,,2.860895495,-1.311895801,,,,,,2.212248777,-2.566412509,-1.756809376,,,,,-6.890464373,,,,,1.544805948,,,,,-0.183978307,2.750299416,,,2.485881245,,-0.545857055,4.321350548,0.959446524,2.580415639,,,,,,,-2.605561536,-0.178097138,-1.366263848,,,,,-4.572260197,-6.62802543,,,4.229897672,,-2.309736795,,,1.454409046,-0.353986755,2.612760071,-3.994920798,-3.461129557,-8.875655061,,,,,-0.170987959,,2.129176228,,,-0.788183581,,1.326386363,,0.101954855,,,,,-1.795944494,,,,-2.033696237,,,,1.340323513,,-6.239867019,,,1.93808976,,3.263363974,,,,
ACH-000082,,,,,,,2.700035416,,,,,1.031256816,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.723172515,,,,,,,,-6.159223764,,,,,-5.481379567,,1.946081327,,,,,,,,,,,,,-4.95091074,,,,,,,,,,3.060401045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.884982345,,,,1.541213146,,,2.121151701,,,,,,,,1.341020255,,,0.475897172,,,,1.461414477,,,,,-2.380783201,,2.725754679,,0.938938649,,,,,,,,,,,,,,,
ACH-000087,-7.406223144,-8.003360532,-0.410281133,-3.505715807,-8.708757023,,1.528552581,1.13389946,,1.571902974,,-0.705826338,2.396365134,,,,1.264303985,,6.597511176,,,-3.559044055,,,,,2.739028833,,,,,,-8.090854711,,,3.295931322,,-0.420917257,,,,,,0.31629911,-1.135716074,-5.346351601,-6.778536386,-6.363945222,,,,0.47573918,,,0.513097596,-6.465304247,,,,,,-4.077031937,-2.46574596,,,,,-4.098595681,,,,,2.834976456,,,,,3.201459119,,,,,,,,,,,,,0.392567343,,,-6.090516205,-3.499030075,-5.7846641,,3.164944816,,,-7.552109226,,-3.001352249,,,,-2.729525317,,,,0.557941515,,,1.350997534,-8.115525231,,,,2.249435274,,,2.344725264,,,-0.316878526,,0.160608868,,2.295736039,,,2.116269691,,,,,,-1.070902837,,3.209056562,,,,-7.891937756,,,2.116143805,,,,,,
ACH-000090,,,,,,,2.460663696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.859860159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.521374027,,,,,,,,,,,,,2.100553695,,,,,,,3.158303398,,,,,,,,,,,,,0.730687203,,,,,2.415939685,,,,,,,,,,,,,,,,,,,,,
ACH-000091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.737396065,,,,,,,,,,,,4.663791043,,,,,,-6.120159303,,,,,,,,,,,,,,,,,,,,,,,,5.376502499,,,,,,,,,,,,,,,,,,,,,,-1.290078233,1.437540569,,,,,,,,,,,,-1.511835182,,,,,,,,,,,,,,,,,,2.082572512,,0.684558671,,,,,,,-3.882993578,,,,,,,,,,,,,2.199403869,,,,,,
ACH-000092,,-8.803003049,,,-6.437578943,,,2.28376107,,,,-2.056720805,1.979381755,,,,3.186203015,,,,,,,,,-3.861224719,,,,,,,,,,,,,,,,,,,-1.321327935,,,-6.788704604,,,,1.474359587,,,,,,,,,,,,,,,,-6.161183141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.653849232,1.014517906,,,,-3.66172129,,,,0.921105635,,,2.589674187,,,-1.011278471,,1.947527134,,3.099547485,,,3.268943255,,,,,,0.891450629,,,,,,,,,,,,,,,
ACH-000094,,,,,,,-0.717643546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.568543786,,,,,,,,,-2.944941853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.732276791,,,1.289640542,-5.469402688,,,,,,,,,,,,2.372628955,,,,,2.294918813,,-5.029864541,,,,2.37188362,,,,,,,,,,,,,,,
ACH-000096,-3.987759407,-9.395786435,2.270342915,-0.376248998,,,1.047491913,1.619598804,,,,0.654397883,3.04189856,,,,1.491725089,,6.596444172,,,,,,3.027255875,-4.315694182,2.180316746,,,,,,,,,2.914472201,,2.464387513,2.280432969,0.004628535,,4.533164713,,,-0.746613853,-5.063463582,,-7.757304969,,,,1.016572195,,2.959212593,1.325379364,2.237632352,,,,,,-4.638890063,1.289668748,,,,3.162953049,-6.154379335,,,,,,,,,3.317674994,2.905686827,,,,,,,,,,,,,,,,-1.227752794,-0.464615889,-1.812627663,,,,,-5.008454923,-7.50233101,-1.543393843,,3.644916914,,-2.391129699,,,1.497576024,0.131230275,0.36044144,,,,1.919437241,,,,,,-0.573863419,,,-1.834229892,,0.140393495,,0.81348624,3.179536193,,,,,3.119116247,,,-0.650260585,,2.228301414,,,,,,2.446569303,3.032017746,,,,,,
ACH-000098,,-7.243243049,,,-7.872667785,,2.202678401,1.826832192,,,,0.230781502,2.970281213,,,,2.483366675,,,,,,,,,,1.537924288,,,,,,,,,,,,,2.802216161,,4.787048519,,,1.113921809,-4.686278682,2.41485461,-7.553185718,,,,1.38331791,-6.885104013,,1.629644471,,,,,,,-1.370922069,-2.177011547,,,,,-6.652509767,,,,,,,,,,,,,,,,,,,,,,,,,,,0.547526136,,,,,,-4.771392662,-5.823527251,-2.40468997,,,,1.305939887,,,,1.531060512,,,,-6.868725574,,,,,,,3.062636974,,,,,0.884183417,,,,,,,,,,,2.457850141,,3.200096623,,,-0.19134081,-6.635222949,,,3.000907064,,,,,,
ACH-000099,,-3.624511349,1.608517191,,,,,1.281757856,,,,-1.784404472,2.454728468,,,,-0.069913498,2.761788289,5.296068368,,,,,,,,,,,2.369031538,4.589979366,,,,,2.480743627,,1.388897604,2.444872746,1.745781968,,4.601357243,,,-1.454200554,,-6.60769685,-7.683962197,,,,,,,,1.82199809,,,,,,-2.384447415,-0.150612442,,,,,-2.165993209,,,,,1.679594486,,,,,,,,,,,,,,,,,,,,,-3.350842551,1.455349939,-2.428220778,,,,,-2.091184739,,-2.897601427,,3.442127976,,-3.089960079,,4.236940248,3.264969455,0.527381713,,,0.361636234,-9.170388346,,,,0.215247946,,,2.691926323,,,0.971471427,,-2.079230037,3.279611149,1.319294126,,,,,0.701653917,,1.967525056,,1.763548237,,,,0.330377645,,,,,3.10928866,,,,,,
ACH-000100,,,,,,,,0.751531908,,,,0.092121078,2.074308706,,,,2.785578578,,6.633891439,,,,,2.041592086,,-4.803832192,-0.151529016,,,1.605693086,,,,,,3.249133772,,,,-1.341547266,,3.658312404,,,-0.642591809,-5.343829158,,-7.224462335,,,,1.236239862,,2.409420611,,,,,,,1.784109891,-2.324890913,,,-1.730149795,,3.271259758,-4.505101042,1.728819996,-2.073241514,,,1.520772424,,,,1.938165053,0.724918422,,,,,,0.341394715,,,1.87568014,3.212638665,,,,,,1.294021099,0.734056065,,,,,,-6.746550272,-6.233082687,-4.226989544,,3.516594494,,-2.169027842,,,3.234699254,0.250599839,,,2.154794115,-7.508624859,-1.652929273,,-0.572001507,,,,2.818004134,-0.583838901,,-1.255808522,,0.105733694,,-1.408143428,,,,,,,,,0.362127108,,,,,,-8.025406326,,0.158427842,,,,,,,
ACH-000101,,-8.899643627,0.94202932,-6.734973559,-8.586816481,,-3.778588696,0.170709525,,,,-4.216921429,0.666258287,,,,-0.761748716,,6.290122924,,,-3.075455831,,0.396787128,0.894732771,-4.126352808,2.42296055,,,-1.146103515,4.833053387,,-6.716823643,,,1.862693143,,0.356016994,1.68287462,3.085842305,,4.757364409,,,-2.53008288,-5.901959081,-6.541308022,-8.911309481,,,1.910356007,0.418750562,,3.179921747,-0.124722372,2.100287646,,,,,,-5.689531422,-1.136234397,,2.458957825,,2.028530957,,,,,,0.842615118,,,0.866168377,,0.411115729,2.561529562,1.762006755,,,,0.976139709,,,,,,,,3.752709176,,-3.380009494,-4.502000264,-3.778423611,,2.222500574,1.138742234,,-6.815592934,-6.683093451,-3.177713309,,4.05346132,,-3.544003291,,3.938029973,1.656440995,0.111254656,3.028198566,,-2.642940669,-7.202664598,-0.662656251,,-1.081511158,-1.660681935,,,2.364515694,-0.447783429,,0.528646751,,-1.62905233,,2.277416878,3.054728528,,1.932278336,,-6.313138022,0.731029029,-5.253935528,,-0.909633691,,2.727490784,,-0.443831074,,-8.184182766,,0.539609753,2.980551302,,1.310688339,,,,
ACH-000102,-6.587695616,,,,,,,,,,,,,,,,,,5.488592339,,,,,,,,,,,-0.04728693,,,,,,,,0.950337869,,,,4.813893458,,,,-5.290751492,,,,,,,,,2.328102211,,,,,,,,,,,2.096413153,,-6.10572732,,,,,,,,,1.969329714,,,,,,,,,,,,,,,,,-1.492277243,-0.405392524,0.547737727,,,,,0.81785491,,,,3.916439973,,0.216007105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACH-000103,-3.467457353,,,,,,3.22160944,1.479662656,,,,-1.47154986,3.064460397,,,,,,,,,,,2.461467273,,,,,,,,,,,,2.068480474,,,,,,,,,-0.815684327,,,-7.878081212,,,,,,,,,-3.780166714,,,,,-1.387695641,0.358227662,,,,2.714834227,,,,0.109144748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.18773128,,,2.929493982,-5.124919827,,,,1.913701033,,,2.317639319,,,1.268799977,,-0.740950058,,,3.070918035,,2.252180819,,,,,,2.69591995,,,,,,,,,2.789028266,,,,,,
