,camptothecin (GDSC2:1003),vinblastine (GDSC2:1004),cisplatin (GDSC2:1005),cytarabine (GDSC2:1006),docetaxel (GDSC2:1007),gefitinib (GDSC2:1010),navitoclax (GDSC2:1011),vorinostat (GDSC2:1012),nilotinib (GDSC2:1013),olaparib (GDSC2:1017),axitinib (GDSC2:1021),AZD7762 (GDSC2:1022),afatinib (GDSC2:1032),PLX4720 (GDSC2:1036),KU-57788 (GDSC2:1038),doramapimod (GDSC2:1042),Wee1 Inhibitor (GDSC2:1046),nutlin-3 (GDSC2:1047),mirin (GDSC2:1048),PD-173074 (GDSC2:1049),ZM 447439 (GDSC2:1050),alisertib (GDSC2:1051),Ro-3306 (GDSC2:1052),MK-2206 (GDSC2:1053),palbociclib (GDSC2:1054),NVP-BEZ235 (GDSC2:1057),GDC-0941 (GDSC2:1058),AZD8055 (GDSC2:1059),PD-0325901 (GDSC2:1060),obatoclax (GDSC2:1068),5-fluorouracil (GDSC2:1073),dasatinib (GDSC2:1079),paclitaxel (GDSC2:1080),crizotinib (GDSC2:1083),WY-090217 (GDSC2:1084),sorafenib (GDSC2:1085),BI-2536 (GDSC2:1086),irinotecan (GDSC2:1088),oxaliplatin (GDSC2:1089),BMS-536924 (GDSC2:1091),PF-4708671 (GDSC2:1129),APR-246 (GDSC2:1131),erlotinib (GDSC2:1168),niraparib (GDSC2:1177),MK-1775 (GDSC2:1179),dinaciclib (GDSC2:1180),gemcitabine (GDSC2:1190),bortezomib (GDSC2:1191),GSK 269962A (GDSC2:1192),SB 505124 (GDSC2:1194),tamoxifen (GDSC2:1199),YK-4-279 (GDSC2:1239),FK-866 (GDSC2:1248),BMS-345541 (GDSC2:1249),AZ960 (GDSC2:1250),talazoparib (GDSC2:1259),trametinib (GDSC2:1372),dabrafenib (GDSC2:1373),temozolomide (GDSC2:1375),ruxolitinib (GDSC2:1507),linsitinib (GDSC2:1510),epirubicin (GDSC2:1511),pevonedistat (GDSC2:1529),AZD8931 (GDSC2:1549),uprosertib (GDSC2:1553),LCL161 (GDSC2:1557),lapatinib (GDSC2:1558),AUY922 (GDSC2:1559),alpelisib (GDSC2:1560),taselisib (GDSC2:1561),CS-1421 (GDSC2:1564),leflunomide (GDSC2:1578),entinostat (GDSC2:1593),OSI-027 (GDSC2:1594),LGK-974 (GDSC2:1598),VE-822 (GDSC2:1613),WZ4003 (GDSC2:1614),AZD5582 (GDSC2:1617),GSK2606414 (GDSC2:1618),PCI-34051 (GDSC2:1621),wnt-c59 (GDSC2:1622),I-BET-762 (GDSC2:1624),Apabetalone (GDSC2:1625),OTX015 (GDSC2:1626),ML323 (GDSC2:1629),GS-9973 (GDSC2:1630),PRT062607 (GDSC2:1631),AGI-6780 (GDSC2:1634),AZD4547 (GDSC2:1786),ibrutinib (GDSC2:1799),Oxyphenisatin acetate (GDSC2:1804),oxaliplatin (GDSC2:1806),carmustine (GDSC2:1807),topotecan (GDSC2:1808),teniposide (GDSC2:1809),mitoxantrone (GDSC2:1810),dactinomycin (GDSC2:1811),fludarabine (GDSC2:1813),nelarabine (GDSC2:1814),fulvestrant (GDSC2:1816),vincristine (GDSC2:1818),docetaxel (GDSC2:1819),Podophyllotoxin bromide (GDSC2:1825),Dihydrorotenone (GDSC2:1827),Elephantin (GDSC2:1835),Sinularin (GDSC2:1838),BI-97C1 (GDSC2:1849),OF-1 (GDSC2:1853),GTPL8020 (GDSC2:1855),BDP-00009066 (GDSC2:1866),buparlisib (GDSC2:1873),BVD-523 (GDSC2:1908),venetoclax (GDSC2:1909),ABT737 (GDSC2:1910),dactinomycin (GDSC2:1911),GSK2110183C (GDSC2:1912),AZD3759 (GDSC2:1915),AZD5363 (GDSC2:1916),AZD6738 (GDSC2:1917),AZD8186 (GDSC2:1918),osimertinib (GDSC2:1919),cediranib (GDSC2:1922),GDC 0068 (GDSC2:1924),GDC 0810 (GDSC2:1925),GNE317 (GDSC2:1926),I-BRD9 (GDSC2:1928),MST-312 (GDSC2:1930),MIRA-1 (GDSC2:1931),NVP-ADW742 (GDSC2:1932),P22077 (GDSC2:1933),savolitinib (GDSC2:1936),UMI-77 (GDSC2:1939),WIKI4 (GDSC2:1940),YM-155 (GDSC2:1941),MIM-1 (GDSC2:1996),WEHI-539 (GDSC2:1997),BPD-00008900 (GDSC2:1998),foretinib (GDSC2:2040),BIBR-1532 (GDSC2:2043),Pyridostatin (GDSC2:2044),AMG-319 (GDSC2:2045),SCH900776 (GDSC2:2046),BVD-523 (GDSC2:2047),vinorelbine (GDSC2:2048),VX-11e (GDSC2:2096),uprosertib (GDSC2:2106),AZ6102 (GDSC2:2109),GSK3203591 (GDSC2:2110),VE 821 (GDSC2:2111),AZD6482 (GDSC2:2169),AT13148 (GDSC2:2170),BMS-754807 (GDSC2:2171),JQ1-(+) (GDSC2:2172)
ACH-002244,,-9.371673183,,,-8.949281102,,2.213342259,1.668271781,,,,0.869233717,,,,,3.261720136,,6.483976374,,,,,,,,1.855673308,,,1.171895,,-1.987204931,-7.714130376,,,3.301948457,,1.592008001,,2.70424589,,4.510688285,,,1.46561108,-5.153199647,-3.236305462,-7.329408251,,,,0.896961147,-5.437408111,,0.070501872,,,,,,,-2.382460947,0.231922193,,,,2.606834258,-6.478081688,,1.6748912,,,1.953814424,,,,,1.929955073,,,,,,,,,,,,,,,,-1.76129482,-0.247091039,-0.270477492,,,,,-6.262343118,-7.950802018,,,,,-0.188312816,,,2.477735279,0.253628575,,,1.559318015,-7.738770106,,,3.278726626,,,,3.132437462,,,-0.162172703,,-1.13892498,,3.314640849,,,2.442918202,,-6.011563029,,,,0.982798103,,3.300470532,,,,-8.213993333,,,2.463624802,,,,,,
ACH-002245,-6.723969327,-7.634806575,0.59017345,-2.787181831,-7.841298336,,2.184208333,1.319057814,,,,-2.122306832,,,,,0.274813137,1.104883208,,,,,,,,,,,,2.656749569,,,-6.741656564,,,2.99264057,,0.233548602,1.80880084,,,,,,-1.647989328,-5.812593765,-8.189389371,-7.462831421,,,,2.11343135,,,,1.297819989,,,,,,-3.817615278,-1.208007224,,,,,-5.129097846,,,,6.582877042,,,,,,3.225607474,,,,,,,,,,,,,,3.342848756,,-5.101892896,-1.914135477,-3.783251287,,2.796849044,,,-8.000878357,-6.660752715,-2.221665747,,,,-0.676867472,,,2.105862312,1.533704779,,,1.751008567,-8.746269028,,,,2.075998556,,,3.262188627,,,,,-0.709425375,,,,,,,,,,,2.901362823,,,,,,,,,2.884289596,,,,,,
ACH-002246,-6.227155909,-7.819464066,,-0.90081087,-8.668874837,,2.399917356,1.264720626,,,,0.018646899,2.141003663,,,,0.447754466,,,,,,,,,-5.560564621,1.557953128,,,,,-2.029624985,,,,2.947490923,,0.117791505,,1.749232938,,,,,0.203466555,,-6.096150508,-7.411344799,,,,1.203807271,-6.768784846,,,,,,,,,-1.01153689,,,,,3.091922413,-6.038544864,,3.247014012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.037670561,1.184422007,,,,-5.999795627,,,,2.03750804,,,2.299729647,,,-1.27112126,,-1.161797692,,2.586513594,,,2.97117976,,,,,,0.716836621,,,,,,-6.027921658,,2.581066789,1.913007588,,,,0.948197197,,
ACH-002247,-7.207792104,-10.23136995,0.929913135,-1.829074581,-9.409181355,,2.46625985,0.045322654,,,,-1.616407461,0.654413533,,,,0.217484032,0.382384221,5.742006432,,,-5.288074694,,,,,,,-4.028247615,0.212261986,2.731038688,,-6.780396228,,,2.87065429,,-0.153855795,1.404679272,,,3.679876649,,,-1.466579238,-5.393857111,-7.987380591,-8.370166767,,,,-1.019966388,-8.46769708,,-1.677185809,1.250148522,-6.252064857,,,,,-5.420472413,-3.327870125,,,,1.82736032,-6.229548123,,,-1.216875222,6.542592518,1.049731511,,,1.034927674,,2.207082179,,2.238475434,,,,,,,2.249565704,,,,,2.635273064,,-2.988848447,-4.984369282,-4.467210101,-6.677282877,,,,-6.546036276,,-3.945604491,,1.73695998,,-4.554547269,,4.062311428,1.744520434,-0.47096747,-1.801510425,,3.260843434,-9.842880182,,,,0.438462608,,,1.84983542,,,,,-2.196267729,,2.239352654,,,2.161344163,,-5.416939195,3.312435438,,,1.447593205,,,,,0.498358547,-8.311117579,-1.267828214,2.881305643,1.611203185,0.828737665,1.30342848,,1.832897954,,
ACH-002248,-6.119663759,-8.578600514,-0.048934161,0.849572766,-9.947871031,,-0.604826645,0.458648799,,1.732621881,,-1.277889532,2.036847597,,,,1.008907915,1.867543028,,,,-4.204699244,,,,,,,,0.006068976,,,-8.671544814,,,2.444096865,,0.711537872,2.810551807,,,3.826217294,,1.92423894,-0.261839239,-5.954101066,-4.345472448,-7.44712079,,,,0.8507502,,3.059133349,-0.708418885,-1.83282805,,,,,,-6.521067925,-1.692075608,,,,,,,,,5.79459234,0.112524944,,,,,3.193826051,,,,,,,,,,,,,,4.238022726,,-4.893124853,-3.540231134,-5.35750192,-7.124186952,,,,-7.49841213,,-3.386892566,,4.072671669,,-3.945248686,,,,0.325280755,,,0.74399207,,,,,0.914024841,,,3.149359412,,,1.805435093,,-1.665782733,,3.129741932,3.24496334,,,,,,,,-0.916953784,,1.825300364,,,,-9.148336133,,,1.911919255,,,,1.533283562,,
ACH-002250,,,,,,,,,,,,-0.74571946,1.271358295,,,,,,6.118593564,,,,,,,,1.306471412,,,,,,,,,,,,,,,,,,,,,-7.219501692,,,,,-4.399219647,,,,,,,,,,-0.949801151,0.706098832,,,,,,0.586868458,,,,,,,,2.14252273,,,,,,,,,,,,,,,,0.009346192,,,,,,,,,,,,,1.27742473,,,,2.062646937,,,,-6.07287672,,,,,,-0.385776486,2.060509898,,,-0.273985819,,,,,,,1.707804113,,,,,,1.706510621,,,,,,,,,,,,,,,
ACH-002252,-4.535285239,-10.13696081,,,-8.312822689,,,0.813997617,,,,-2.249245744,1.334512652,,,,0.449381896,,5.363791125,,,,,1.59652145,,-6.81155961,1.161489715,,,1.084873255,,,-7.776070306,,,2.450589326,,1.556128649,3.266300223,,,3.220262414,,,-1.145365421,-4.048857988,-5.536872833,-8.236290639,,,,-0.338240458,,3.118665908,-1.152673369,,,,,,,-4.64357685,-3.355708413,,,,2.947095512,-6.690993095,,,,5.628214774,2.700019964,,,,,1.670943339,,,,1.807761734,,1.168174109,,,2.963613109,,,,,,,-1.101764371,-0.683054788,0.292955291,,,,,-5.59322919,-6.497687779,-2.433553645,,3.511345903,,-3.643664686,,,1.965520385,0.215018304,,,3.21672981,-8.98442471,3.050907749,,2.193861607,-0.262485969,,,2.22267848,,,-1.556576483,2.169493193,-1.299430193,3.002477706,2.29425192,,,3.296780163,,,,,,,,,,,,-8.005006974,,,3.150804323,,,,,,
ACH-002253,-6.668925348,-8.638290509,2.125582,-2.01110668,,,,-0.103550153,,,,-2.640945459,2.52237458,,,,0.313675645,1.868006025,5.241509379,,,,,,,-5.10848867,3.126239767,,,1.107939979,,,-8.000016393,,,2.333982184,,0.142585209,,2.347996373,,3.562783954,,,-1.517893201,,-8.275958353,-8.785535149,,,,-0.469314309,,2.094008751,0.173424472,-0.435339196,,,3.705194062,,,-5.402735114,-2.461744177,,,,,-5.269260859,,,,,-0.855407432,,,,,,,,,,,,,,,,,,,,,-5.276814095,-3.199429988,-4.189107323,,4.296792464,,,-5.914745381,-4.973697628,-2.926448487,,3.692679493,,-3.151178101,,,1.434902304,0.052239902,0.606443129,,,-7.21843994,,,,0.440061212,,,3.207580656,,,-0.784220487,2.599839061,-0.033664154,3.181747215,2.57923354,2.872812098,,3.231141191,,,,,,2.790250168,,2.647481618,,,,-7.491562853,,,2.080633703,,,,1.512479368,,
ACH-002254,-6.260282927,-6.412177369,,0.74607561,,,,0.761583915,,,,-2.737051513,2.073042792,,,,0.65595286,1.640137026,5.170985496,,,,,,,,-0.637785407,,,,,-3.823966319,,,,,,1.409084027,1.878216838,1.746769121,,4.639178588,,2.874790837,0.610406368,-5.756041906,-5.433664614,-7.481797809,,,,,-8.267168261,,,2.095978204,,,,,,-3.254432084,2.778804991,,,,3.020805344,-5.337713352,,,,,2.783522708,,,,,2.047676667,,,,,,,,,1.824622307,,,,,3.537170113,,-1.800144571,,,,4.054514191,,,-5.111438227,,-2.11667656,,4.175071794,,0.175265263,,4.239011312,1.755894537,1.01744727,,,1.755329651,-8.326561183,,,,,,,2.713642875,,,-1.268091638,,-0.433861988,,2.873104275,,,2.427265542,,,,,,1.951892681,,2.317596507,,,0.916805264,,,,2.288399708,,,,,,
ACH-002255,-7.596767992,-7.843208029,0.54084957,-4.468051602,,,-2.77477971,1.443780447,,,,-1.963639732,2.849530086,,,,-0.369737681,,6.640353136,,,,,,,,,,,3.226837251,,,,,,1.95898093,,0.11907074,2.870790469,,,,,,-2.788760627,-5.752114027,-5.863598958,-5.972629872,,,,2.43526295,,,,0.420854131,,,,,,-3.057016283,1.372697528,,,,,,,,,,0.666909851,,,0.492050014,,3.207959913,,,,,,,,,,,,,,,,-4.787218427,-2.815505235,-2.72527761,,0.311772423,,,-6.860351188,-5.189671443,-2.206865755,-3.157573384,4.22929706,,-3.960010437,2.614738396,,3.234030018,1.530622209,,-5.949733645,-3.705986617,-8.115597551,,,,1.61026142,,,,,,,,0.980770325,,,,,2.03672516,,,1.891802792,2.44480098,,2.841931343,,,,0.619921392,,-7.777887186,,,3.157495286,,1.894390645,,,,
ACH-002256,,-8.169413329,,,,,-1.756259634,-0.415109561,,,,-1.057110188,,,,,1.431780029,,6.623020488,,,-0.52752471,,1.943065067,2.768380436,,1.471385284,,,-0.560424186,,0.832050559,,-0.088050873,,2.525979279,,,,2.931707746,,3.359167107,,,-1.420617189,-5.083433144,,-7.413193662,,,2.274610485,0.93754866,,2.630405788,1.600888175,,,,,,,-0.327347231,,,1.997601558,,1.973564219,-5.15815281,,2.905245305,,,-0.729266746,,,1.884267515,,0.672933337,,,,0.712705171,,-1.031926625,,,2.402774862,,,,,,,,,1.125281374,,,,,-6.201852434,,-3.136386174,,,,-3.053735474,,,2.087508922,0.221387232,,,-0.241929791,-7.262307317,1.658745615,,,2.70959268,,,1.908112893,,,1.146488564,2.311818223,0.917039625,,2.736070703,,,2.237174812,,-5.831194539,,2.293451804,,-1.019067954,,,,,,-6.158436103,,2.088978126,1.815699318,,,,,,
ACH-002257,,,,,,,3.177646997,,,,,2.848873601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.166782924,,,,,-6.674985866,,,,,,,,,,,,,,,,,,,,,,,,,3.198806213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.081651187,,,,,,,,,,,,,,,3.060374771,,,,,,,,,,,,-5.225232496,,,,1.590103413,,,,,,,,,,,,,,,
ACH-002258,-3.458845698,-5.851784313,,,,,-0.614324802,-0.262702632,,,,1.15905391,,,,,2.216409777,,,,,,,,,-2.862814082,,,-5.05828848,,,,,,,1.151310291,,3.269341133,,3.006428635,,4.81458691,,,-1.123714951,,,-8.406099044,,,2.160968576,3.412617077,,,,,-7.677615046,,,,,-1.336211773,,,,,3.301624018,,,,-0.806932121,,2.273964775,,,,,,,,,,,,,,,,,,,,,-0.809575865,0.152036084,-0.962945222,,,,,-1.240870454,,-1.72629772,,,,-2.496103541,,,3.308070298,1.19153741,0.337459619,,0.784872894,-7.283988967,,,,,,,3.158221178,,,,,0.421525772,,2.577698939,3.127599392,,3.002556806,,-3.609248043,,-1.733720204,,2.216453637,,,,,-0.060569291,-3.706432572,-0.208875838,,2.315151389,,,,,,
ACH-002262,,-8.459176978,,-1.65055488,-8.726443523,,-3.65099302,-0.023686043,,,,-1.38317196,,,,,0.657173828,,6.042905655,,,,,,,,1.62589579,,,-0.935521457,,,-8.12709643,,,2.372390686,,0.809709788,2.699687393,0.680142026,,4.644027719,,,-1.510082381,-6.452685843,-4.330309331,-7.820311266,,,,-0.480856082,,2.060385625,-1.426136239,1.841258356,,,,,,-2.881810978,-1.504788269,,,,3.190588808,-5.747048411,,,,6.170331548,-0.275521417,,,1.909637106,3.14248949,1.02630237,2.944081092,,,1.905802759,,-0.258856488,,,2.067217459,,,,,2.818571954,,-5.194137359,-1.925984617,-5.038424441,,1.556460651,,,-8.10441365,,-3.243571935,,3.668105459,,-1.243249902,,3.909755616,1.46019161,-0.155188258,,-6.965778431,-4.68655625,-6.994962051,,,,2.02371961,,,3.029825744,,,1.414425315,,-0.787623451,,1.085496921,2.647871829,,1.893110705,,,,,,1.739180572,,,,1.072190265,,-9.152359809,2.8009069,,1.962567361,,,,,,
ACH-002263,-4.935964408,-5.773005789,1.52148528,,-10.06694997,,,2.478778637,,,,-2.123120725,2.626988216,,,,1.367648652,,5.952049294,,,,,,,,2.563120518,,,1.433689736,,,-7.241962521,,,3.096358101,,1.953676824,,2.533617283,,,,,-0.360075405,-5.57769436,-6.491651779,-7.354197293,,,,,-8.263529729,3.254196138,1.560946524,,,,,,,-3.309805202,,,,,2.741106237,-5.858897187,,2.511686625,,,,,,2.016668178,3.194780776,1.242170618,,,,,,,,,2.793852606,,,,,,,-0.62390457,-0.949211436,0.736986529,,,,,0.316561559,,-2.965076009,,4.060948779,,-0.910154091,,,2.257304238,1.356144285,,,,-5.258163086,,,,0.26672939,,,2.611194654,,,,,-0.911293421,,,,,2.022545503,,,,,,1.890517081,,3.149774341,,,,,,2.831326863,,,,,,,
ACH-002264,,,,,,,2.766090496,1.935095302,,,,1.028235093,3.216669347,,,,1.64455579,,6.557922272,,,,,,,,,,,0.057184969,,,,,,3.150658848,,,,1.9279179,,,,,0.563544582,,,-6.064246673,,,,,,,,,,,,,,,,,,,3.100947018,,,,,,,,,,,,,,,,,,,,,,,,-0.992567623,,,,,,,,,,,,,-5.295647507,,,-1.759037367,1.894138628,,,0.78679065,,,,-5.066516469,,,,,,,3.0784636,,,,,0.28552956,,1.971242999,,,3.245521128,,-3.923188758,,,,0.112757739,,,,,,,3.193262537,,2.620339721,,,,,,
ACH-002265,,,,,,,3.188815266,,,,,,,,,,,,,,,,,,,,,,,2.413955099,,,,,,,,,,2.757402709,,,,,,-4.611962309,,-7.986448442,,,,,,,,,,,,,,,0.465902645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.21505395,,,,,,,,,,2.041876355,,,,-4.674507814,,,,,,,,,,,,,,,,,,,0.073189387,,,,2.355784365,,,,,,,,,,,,,,,
ACH-002266,,,,,,,2.49399545,,,,,2.215916938,,,,,,,,,,,,,,,,,,2.739618659,,,,,,,,,,,,3.812378552,,,1.613395686,-4.987397131,,-7.469070084,,,,,-5.050692146,,3.260111656,,,,,,,,,,,,,-5.26324638,,,,,,,,,,0.376334649,,,,,,,,,,,,,,,,0.482122132,1.127756086,,,,,,,,,,4.068502486,,-0.898651264,,,,,,,,-6.116359997,,,,,,,3.276290468,,,,,0.762346884,,,,,3.319679498,,-5.227161564,,,,1.821154768,,,,,,,,,,,,,,,
ACH-002267,-6.884113707,-7.842467171,0.310919782,-3.162280509,-7.511850701,,-3.966021939,0.077422415,,,,-1.754372175,1.834596339,,,,,0.379500522,6.511291712,,,,,,,,,,,3.318221642,,,,,,2.405025197,,,1.872940997,,,3.118019223,,2.075803418,-1.335134869,-5.280949242,-4.6296278,-8.206964195,,,2.693891744,1.337418801,-9.606622668,3.2463413,,-0.23865727,,,,,,-3.649060197,-1.505774646,,,,1.640847742,,,,,,2.569085389,,,,,2.744410282,,,,,,,,,,,,,,3.286752499,,-3.80252302,-3.016045341,-2.670018857,,0.670545161,,,-5.478559945,-5.651330571,-1.357188522,,2.884650445,,-0.943068817,,,2.064351488,0.610028296,,-8.347914229,-5.415838756,,1.944355594,,,0.530078053,,,3.040865987,,,,2.345137602,-0.518891427,2.335515476,2.523767221,,,,,,,,,1.139000982,,,,,,-7.58049353,,,2.041013655,,,,,,
ACH-002268,,,,,,,3.096602732,,,,,3.190079395,,,,,,,,,,,,,,,,,,2.224914935,,,,,,,,,,,,,,,,,,-6.917994022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.169813347,,,-1.050805007,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.850715398,,,,2.347850616,,,,,,,,,,,,,,,
ACH-002269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.54932176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.656884024,,,,,,,,,
ACH-002270,,-8.504996681,,-2.071080776,-7.808450115,,-2.334265943,0.457588424,,,,-1.665498915,3.182444851,,,,0.521395957,,6.477606822,,,-3.44331315,,,,,,,,1.821807915,,,-6.685649046,,,1.370459549,,,,,,3.568388412,,,-1.414545019,-6.369311806,-3.327225429,-8.885002635,,,,1.172542847,,,0.105848697,,,,,,,-4.256816764,-1.367281704,,,,,,,,,6.626489575,1.245703507,,,0.032847788,,1.656677319,,,3.091051239,,,,,,,,,,,,,-2.155173334,-4.296498831,-4.995905238,,1.198754627,2.357739667,,-8.354035696,-8.048811955,-3.23056574,-2.680803578,2.551211481,,-1.861083949,,4.028878888,2.39707776,0.443853138,,,-1.472032486,-6.926627619,,,,1.104564501,,,2.858012945,,,2.271847368,,1.557197346,,2.30172071,,,2.101205826,,-6.215948028,,-3.854693017,,1.685962393,,,,1.097871146,,-6.767613494,,,2.13714785,,3.25542295,,,,
ACH-002271,,,,,,,2.589772577,1.872237148,,,,1.618928405,,,,,,,,,,,,,,,,,,,,,,,,,,1.10081354,,3.202942637,,,,,,,,-6.433293808,,,,,-6.707837104,,,,,,,,,-0.726592756,,,,,,-5.392863095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.522616083,,,,,,,,,,,,0.688236831,,,,,2.948664098,,-4.912192628,,,,3.155147553,,,,,,,,,,,,,,,
ACH-002272,,-8.611357864,,,-7.57931943,,,0.819053481,,,,-1.990974672,3.139197917,,,,1.13406012,,5.992967386,,,,,,2.719790941,-5.253626812,2.021148294,,,-0.071230624,,,-6.702487676,,,2.990804535,,,,3.298388106,,3.537508598,,,-0.483284261,,,-6.197286996,,,2.191232852,1.60434331,,3.282301185,,,,,,,,-3.127923748,-0.169763578,,,,2.771578235,-5.18884847,,,,6.614918938,,,,-0.444930632,,3.207379281,,,,,,,,,,,,,,,,0.529961321,0.192383998,-1.947571898,,,,,-7.098174241,-6.439373376,-1.780157441,,2.689720345,,-3.860211736,,,2.762807816,0.366828845,,,,-9.678592602,2.312277093,,,0.481131806,,,3.205949515,,,-1.221070671,,-0.925369303,3.150590516,3.185421969,,,3.296304063,,,2.03808063,,,2.73983731,,2.89853004,,,,-7.822477059,,3.256281851,2.170958255,,3.289505779,,,,
ACH-002273,-6.413099234,-8.487256803,0.695277815,-4.154721678,-8.251145894,,-1.488130359,1.436893384,,,,-3.237866532,2.142526626,,,,0.217238924,1.384273869,6.000169827,,,-3.4996888,,,,,2.050969498,,-4.316409623,0.463427273,3.504035921,,-6.79483012,,,2.084464763,,,0.340335526,1.836496786,,3.367739453,,0.47516024,-1.473370358,-5.326839489,-6.686235789,-7.947688868,,,,0.29414328,-11.33172188,1.930501446,-1.298791062,-0.892405498,-6.219100476,,,,,-4.01487989,-3.136089544,,,,2.311818597,-6.029605602,,2.513960822,-0.851537028,5.487741528,2.336402773,,,,2.226407252,-5.747491003,,,,1.643733552,,-0.872844845,,0.498423244,1.716349756,,,,,1.682811363,,-2.824255291,-3.345778919,-4.591893278,,4.310854619,,,-6.811464288,,-2.471006073,,2.56178975,,-2.377907337,,4.25329925,,0.202926282,,-4.263612632,-3.24765658,-8.677708946,2.82921043,,,0.722285882,,,3.064470004,,,1.580133828,,0.043022783,,1.442351681,,,,,-5.444278776,,,,-0.972799857,,2.174734871,,0.440085893,,-8.217423999,,2.808556331,2.364836005,,3.19245657,,1.471722881,,
ACH-002274,-4.347526241,-7.982347247,,-2.351070479,-7.071105627,,2.905237296,0.503128311,,,,-2.550871615,2.384240481,,,,-0.342517529,,5.893123674,,,,,,,,,,,2.432409619,,,-6.660563424,,,3.24971298,,2.690788858,2.475128274,,,3.755511511,,,-1.61338682,-5.772675762,-5.928404691,-7.530941682,,,,0.65865761,-7.187443963,,,,,,,,,-2.318003125,0.877731727,,,,3.085944261,,,,,,1.347840147,,,1.166624439,,0.760724856,,,,,,1.831465328,,,2.227328708,,,2.136538597,,3.108064012,,-1.941663234,-2.899668172,-2.684246127,,0.513038513,,,-7.215363844,-7.0436373,-3.424619304,,2.399738309,,-5.078440716,,3.65392502,2.018458739,0.810117343,,,2.628319992,-7.911232548,,,,,,,1.911113371,,,-0.288764357,,2.539583098,,,,,2.862730619,,,,,,3.20593357,,2.536846508,,,,-7.452119575,3.112501825,3.123826469,2.945314365,,,,,,
ACH-002275,,,,,,,,1.159522426,,,,0.751282584,,,,,,,,,,,,,,,,,,1.623165783,,,,,,2.094244092,,,,,,,,,,,,-6.175857437,,,3.239856453,,-8.335233128,,,,,,,,,-1.970779678,2.041170973,,,,2.147935827,,,,,,,,,,2.955107544,2.235549414,,,,,,,,,,,,,,,,0.81597087,1.396937917,0.045172391,,,,,-1.79342362,,-3.037740174,,3.841505514,,0.402241743,,,,2.474300134,,,,,3.163100914,,,,,,2.815055675,,,,,0.599393863,,,,,1.792822688,,,,,,2.002023384,,,,,,,,,,,,,,,
ACH-002277,,-6.139722546,,,,,-3.757128687,1.110897897,,,,-1.492534399,,,,,-0.304827041,,4.997673384,,,,,3.277590507,,,1.898349591,,,2.063825955,,,,,,2.995981062,,,,0.275475415,,4.786107969,,,0.221604767,,,-7.144196554,,,,2.044474462,,2.308528286,0.701784899,,-7.362976913,,,,,,,,,,2.502963517,-5.744122406,,,-2.286183066,,1.12827852,,,,,,,,,2.828810857,,-1.155372095,,,2.654053059,,,,,,,,,-0.121263472,,,,,-2.349850227,-2.883997783,-2.440797066,,4.309926807,,-3.365576165,,,2.856756996,0.377029096,0.268504825,,-0.786709396,-7.285926621,,,,,,,1.883956207,,,-0.160586699,,-1.460098879,,-0.423066512,3.205013367,,,,1.283483316,2.732344729,,,0.168297802,,,,,-0.925605916,,-2.14854162,,2.002365132,,,,,,
ACH-002278,-6.703780851,-7.792506661,,-0.19523616,-8.364732969,,,0.628560779,,,,0.162572316,3.190097556,,,,1.908853238,2.853508658,6.145426657,,,-3.100834432,,,,,,,,2.227988391,,,,,,,,,,,,,,1.660507829,1.019491356,-6.322876146,-3.42353592,,,,,0.436399637,-10.07562288,3.282875638,-0.715559536,-0.510822979,,,,,,-3.056920481,-1.21983864,,,,,,,,,,3.25670085,,,,,,,,,,,,,,,,,,,,,-3.170497838,-2.39906004,-3.498086195,,,,,-3.714769344,-6.585713373,-3.337128912,,3.311198353,,-0.933227072,,,3.067015351,-0.158822935,,,,-8.516443267,,,,,,,2.446159778,,,-0.840491919,,-0.688704085,,,,,2.04864763,,-0.917692665,,,,-0.745491655,,,,,0.572054786,-4.864066833,,,2.330932246,,,,,,
ACH-002279,,,,,,,-2.28555996,2.042328523,,,,,2.352783886,,,,,,,,,,,0.912958289,,,,,,,,,,,,1.503700625,,,,-2.017004588,,,,,,,,-5.850614583,,,,,-7.011755233,,,,,,,,,,-0.593370074,,,,3.042536609,,0.884072093,-1.243588287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.447715208,,-6.601736407,-6.471545825,-5.773845655,0.794272226,,1.229918835,,,,2.694373491,3.063716302,,-0.662712999,,0.283545023,,-0.609504648,,,2.835581199,,-5.81203951,,-2.579225486,,0.054833651,,,,,,,,,2.314449281,,,,,,
